student_id,gender,age,math_score,reading_score,writing_score,attendance_rate,study_hours_per_week,parental_education,internet_access,lunch,test_preparation_course,average_score
2064.0,female,16.0,14.0,2.0,80.0,91.25,29.3,phd,yes,standard,completed,32.0
5463.0,male,18.0,72.0,,54.0,88.27,2.5,high school,,free/reduced,none,73.33333333333333
,male,18.0,82.0,56.0,69.0,85.62,5.5,,yes,free/reduced,none,69.0
3247.0,female,16.0,66.0,29.0,30.0,80.22,14.2,phd,yes,,none,41.666666666666664
10248.0,female,15.0,14.0,52.0,22.0,76.21,32.2,,yes,,none,29.333333333333332
2931.0,female,19.0,81.0,43.0,62.0,61.5,25.9,,,,,62.0
9181.0,,19.0,83.0,12.0,9.0,93.31,19.4,,no,free/reduced,completed,34.666666666666664
11214.0,male,17.0,90.0,16.0,29.0,91.74,28.9,,,free/reduced,none,45.0
4484.0,female,21.0,33.0,34.0,63.0,90.29,22.0,phd,yes,free/reduced,none,43.333333333333336
226.0,female,17.0,12.0,85.0,59.0,91.87,29.6,high school,,standard,none,52.0
6182.0,male,21.0,58.0,23.0,40.0,55.55,14.3,master,yes,standard,completed,40.333333333333336
10264.0,male,18.0,49.0,64.0,37.0,61.78,24.9,high school,no,standard,none,50.0
7579.0,male,16.0,18.0,5.0,12.0,52.41,7.4,bachelor,,free/reduced,none,11.666666666666666
2241.0,,15.0,13.0,43.0,93.0,,12.7,bachelor,no,standard,completed,49.666666666666664
7118.0,male,20.0,41.0,36.0,84.0,,26.1,master,no,standard,none,53.666666666666664
254.0,male,,94.0,,35.0,50.09,19.7,,,standard,none,54.333333333333336
,female,18.0,45.0,73.0,31.0,86.99,14.3,,,,completed,
,male,16.0,35.0,73.0,,76.62,22.2,,no,free/reduced,,44.333333333333336
10178.0,male,21.0,9.0,20.0,34.0,90.45,21.8,master,,free/reduced,,21.0
3573.0,female,15.0,74.0,100.0,80.0,76.52,12.3,master,,standard,none,84.66666666666667
9655.0,female,20.0,44.0,39.0,34.0,73.69,2.3,master,,free/reduced,none,39.0
10591.0,male,21.0,33.0,92.0,,75.13,37.4,high school,no,standard,,46.666666666666664
,female,17.0,37.0,92.0,31.0,68.38,18.7,high school,,standard,none,53.333333333333336
10049.0,female,21.0,53.0,33.0,44.0,84.22,4.4,,,standard,none,43.333333333333336
8730.0,male,17.0,100.0,0.0,80.0,78.49,25.9,bachelor,yes,free/reduced,completed,60.0
9930.0,female,15.0,14.0,83.0,67.0,95.27,31.2,bachelor,no,standard,none,54.666666666666664
8195.0,female,15.0,64.0,44.0,9.0,75.02,17.9,master,no,free/reduced,,39.0
10596.0,female,,88.0,,6.0,70.38,6.8,phd,,free/reduced,completed,
1052.0,male,,56.0,98.0,74.0,,21.3,,,,none,76.0
7603.0,,,13.0,99.0,,83.1,27.1,bachelor,yes,standard,none,49.333333333333336
,female,,85.0,11.0,62.0,69.98,32.3,,,free/reduced,completed,52.666666666666664
8076.0,male,16.0,25.0,4.0,76.0,62.49,6.4,,,free/reduced,none,35.0
8375.0,male,20.0,52.0,55.0,9.0,80.9,19.5,,no,free/reduced,completed,38.666666666666664
,male,20.0,,65.0,9.0,88.5,28.6,high school,no,free/reduced,none,27.333333333333332
9234.0,male,15.0,29.0,31.0,99.0,98.18,0.1,bachelor,,standard,none,53.0
11844.0,male,21.0,100.0,37.0,82.0,68.19,11.8,,,standard,completed,73.0
3023.0,female,17.0,22.0,46.0,10.0,89.15,30.5,bachelor,no,standard,completed,26.0
4221.0,male,,86.0,51.0,90.0,74.37,16.5,master,,standard,none,75.66666666666667
2251.0,male,19.0,90.0,,68.0,90.72,12.9,phd,no,free/reduced,completed,64.0
7425.0,male,20.0,96.0,3.0,5.0,99.89,5.2,high school,no,free/reduced,,34.666666666666664
11951.0,,20.0,79.0,39.0,27.0,58.76,27.9,,,,none,48.333333333333336
,female,16.0,86.0,,52.0,82.71,27.9,master,,standard,completed,70.33333333333333
8572.0,female,20.0,97.0,47.0,4.0,82.61,23.6,,,free/reduced,none,49.333333333333336
6585.0,female,21.0,4.0,54.0,71.0,96.5,,bachelor,no,standard,none,43.0
3124.0,male,19.0,,69.0,50.0,82.42,,master,,standard,none,52.666666666666664
4912.0,male,20.0,15.0,87.0,91.0,56.4,31.4,phd,,standard,none,
3305.0,female,15.0,16.0,1.0,40.0,55.83,39.7,,,,completed,
2968.0,male,18.0,38.0,56.0,32.0,76.54,38.3,phd,,free/reduced,none,42.0
9622.0,male,20.0,31.0,24.0,,51.03,35.6,,yes,standard,completed,30.0
799.0,male,17.0,33.0,,90.0,67.84,37.3,phd,,free/reduced,none,73.66666666666667
3232.0,female,20.0,73.0,8.0,62.0,71.27,37.0,phd,,standard,none,47.666666666666664
,,20.0,68.0,90.0,59.0,,38.4,master,,,completed,72.33333333333333
8657.0,male,18.0,16.0,,83.0,88.69,25.8,master,yes,free/reduced,completed,37.0
7392.0,male,15.0,97.0,21.0,33.0,93.57,35.5,high school,,free/reduced,none,50.333333333333336
4066.0,male,18.0,97.0,,22.0,50.89,22.7,high school,no,free/reduced,completed,60.333333333333336
11771.0,male,15.0,34.0,32.0,23.0,74.79,1.1,bachelor,no,standard,completed,29.666666666666668
163.0,female,21.0,91.0,96.0,53.0,55.93,1.5,,yes,standard,completed,80.0
1681.0,female,21.0,,20.0,81.0,95.73,3.8,bachelor,,standard,none,60.666666666666664
10047.0,,15.0,,83.0,59.0,78.16,16.7,,no,standard,completed,60.666666666666664
9778.0,female,17.0,75.0,,50.0,90.92,32.4,master,,free/reduced,none,55.0
10976.0,male,,61.0,79.0,96.0,89.36,8.9,,yes,free/reduced,completed,78.66666666666667
10007.0,female,21.0,13.0,70.0,62.0,,36.4,high school,,standard,completed,48.333333333333336
817.0,male,,63.0,40.0,50.0,65.29,30.0,,no,free/reduced,none,51.0
11949.0,male,19.0,87.0,52.0,34.0,83.59,0.3,master,,free/reduced,completed,57.666666666666664
7713.0,male,,91.0,92.0,33.0,61.49,35.3,,yes,standard,none,72.0
9558.0,male,18.0,82.0,65.0,52.0,51.24,32.1,bachelor,yes,standard,completed,66.33333333333333
508.0,male,,14.0,,10.0,78.78,1.8,,,standard,none,34.0
2083.0,male,20.0,34.0,19.0,38.0,,12.6,master,,standard,completed,30.333333333333332
,male,18.0,90.0,59.0,80.0,51.76,14.6,high school,,free/reduced,completed,76.33333333333333
8235.0,female,19.0,47.0,50.0,77.0,59.12,4.4,master,,standard,completed,58.0
7385.0,male,18.0,70.0,75.0,29.0,58.69,2.4,,,free/reduced,completed,58.0
6946.0,male,17.0,40.0,17.0,44.0,83.0,17.4,,no,standard,completed,33.666666666666664
5398.0,female,19.0,10.0,,5.0,70.1,20.2,master,,standard,none,30.666666666666668
8462.0,female,18.0,73.0,58.0,20.0,57.04,35.7,high school,no,free/reduced,none,50.333333333333336
1810.0,female,18.0,25.0,49.0,12.0,94.6,,bachelor,no,standard,completed,28.666666666666668
6495.0,male,19.0,2.0,92.0,4.0,95.66,17.6,master,yes,standard,,32.666666666666664
,male,,53.0,51.0,94.0,57.97,26.2,phd,no,,none,66.0
1025.0,female,17.0,38.0,99.0,79.0,59.65,34.8,high school,,standard,completed,72.0
4574.0,male,16.0,35.0,,58.0,61.07,,,yes,standard,completed,58.333333333333336
,female,16.0,15.0,59.0,58.0,69.22,13.4,bachelor,,free/reduced,none,44.0
7734.0,female,17.0,5.0,33.0,51.0,99.74,17.6,,,standard,completed,29.666666666666668
9846.0,,16.0,76.0,88.0,55.0,71.43,7.0,,,standard,none,73.0
571.0,,15.0,8.0,47.0,27.0,78.87,,,yes,,none,27.333333333333332
4681.0,female,21.0,26.0,15.0,25.0,61.77,2.4,bachelor,no,standard,none,
5790.0,female,17.0,84.0,25.0,33.0,96.05,33.6,bachelor,,free/reduced,none,47.333333333333336
11762.0,male,19.0,94.0,,72.0,,37.9,master,,free/reduced,completed,87.0
941.0,female,21.0,30.0,12.0,83.0,67.53,1.3,,no,standard,none,41.666666666666664
10325.0,male,17.0,,95.0,83.0,70.77,16.5,master,,free/reduced,none,78.0
6428.0,female,17.0,2.0,78.0,47.0,61.03,7.6,phd,yes,standard,completed,42.333333333333336
1278.0,male,19.0,25.0,28.0,0.0,94.39,,high school,no,free/reduced,none,17.666666666666668
2816.0,female,20.0,79.0,66.0,42.0,51.04,26.8,high school,,,none,62.333333333333336
4732.0,male,18.0,82.0,45.0,67.0,89.19,17.4,high school,no,standard,none,64.66666666666667
9561.0,male,20.0,60.0,61.0,3.0,80.97,30.2,high school,,standard,completed,41.333333333333336
8707.0,female,17.0,56.0,,,57.68,20.1,phd,yes,free/reduced,none,61.0
2051.0,female,17.0,,6.0,43.0,77.02,,bachelor,,standard,none,35.0
11825.0,male,20.0,55.0,31.0,16.0,54.54,9.8,bachelor,no,standard,,
8050.0,female,15.0,68.0,60.0,31.0,62.09,0.1,,,standard,completed,53.0
,female,16.0,54.0,18.0,79.0,75.09,17.4,,no,free/reduced,none,50.333333333333336
635.0,,,62.0,8.0,32.0,70.95,10.6,,no,free/reduced,none,34.0
6480.0,male,19.0,14.0,91.0,44.0,88.43,33.1,,,free/reduced,completed,49.666666666666664
10631.0,female,20.0,,74.0,,69.16,23.9,bachelor,no,standard,,50.666666666666664
7311.0,male,17.0,92.0,,32.0,56.1,33.0,,,,completed,61.0
6928.0,male,,93.0,,16.0,93.88,21.0,master,,standard,none,48.0
5905.0,female,19.0,34.0,62.0,62.0,,23.2,high school,,standard,none,52.666666666666664
3960.0,female,17.0,35.0,62.0,25.0,,7.1,master,,standard,completed,40.666666666666664
5052.0,male,18.0,24.0,59.0,96.0,64.96,22.1,bachelor,,free/reduced,none,59.666666666666664
,female,16.0,32.0,53.0,81.0,64.28,15.9,master,no,free/reduced,none,55.333333333333336
4465.0,female,,55.0,23.0,56.0,94.83,20.3,master,no,free/reduced,completed,44.666666666666664
5065.0,male,15.0,40.0,18.0,2.0,,3.6,bachelor,yes,standard,completed,20.0
11878.0,female,16.0,22.0,43.0,,86.68,15.5,,yes,free/reduced,completed,41.666666666666664
6634.0,male,16.0,39.0,94.0,38.0,56.34,37.1,phd,yes,free/reduced,none,57.0
1390.0,male,21.0,43.0,13.0,85.0,98.06,9.6,phd,no,free/reduced,none,47.0
5614.0,female,17.0,49.0,1.0,97.0,50.5,34.6,master,no,standard,none,49.0
11379.0,male,19.0,94.0,57.0,71.0,65.19,,phd,,standard,completed,74.0
3679.0,male,21.0,,71.0,,63.2,,high school,,free/reduced,completed,58.0
3211.0,male,21.0,22.0,62.0,4.0,65.33,0.6,bachelor,no,free/reduced,completed,29.333333333333332
10937.0,female,21.0,48.0,69.0,55.0,,13.4,,,free/reduced,completed,57.333333333333336
1564.0,female,16.0,18.0,68.0,,60.53,23.2,high school,,,completed,36.0
283.0,female,19.0,60.0,,42.0,82.13,6.4,,no,standard,completed,63.0
1162.0,male,18.0,,51.0,,69.27,31.1,,no,free/reduced,,47.0
1860.0,male,18.0,44.0,35.0,0.0,,,phd,,standard,none,26.333333333333332
9923.0,female,18.0,58.0,63.0,25.0,57.42,3.4,bachelor,no,standard,completed,
2755.0,female,16.0,61.0,28.0,85.0,59.05,10.9,master,,free/reduced,none,58.0
7436.0,female,20.0,41.0,,,68.83,28.9,,,standard,none,
4256.0,female,15.0,6.0,1.0,74.0,78.91,3.2,bachelor,yes,,completed,27.0
2293.0,male,18.0,47.0,19.0,40.0,61.12,3.3,phd,yes,free/reduced,completed,35.333333333333336
7854.0,female,21.0,31.0,59.0,86.0,54.68,9.2,master,,standard,none,58.666666666666664
7877.0,male,21.0,90.0,47.0,98.0,59.3,,,no,standard,completed,78.33333333333333
5539.0,male,21.0,83.0,82.0,,92.9,6.7,high school,no,,none,82.66666666666667
466.0,male,18.0,93.0,,57.0,84.38,15.8,master,no,standard,none,
4849.0,female,,90.0,53.0,86.0,97.43,16.9,,no,free/reduced,none,76.33333333333333
11351.0,female,20.0,93.0,54.0,90.0,94.54,6.9,master,,standard,none,
3093.0,male,20.0,78.0,33.0,46.0,76.4,6.3,phd,,standard,completed,52.333333333333336
8531.0,female,21.0,1.0,87.0,56.0,93.1,8.1,master,no,free/reduced,none,48.0
10136.0,female,20.0,45.0,,43.0,56.32,9.3,master,,standard,completed,44.666666666666664
8142.0,male,15.0,68.0,31.0,75.0,53.57,26.8,high school,,free/reduced,completed,58.0
8981.0,female,18.0,79.0,25.0,74.0,81.67,27.3,high school,,free/reduced,completed,59.333333333333336
6112.0,female,17.0,25.0,92.0,5.0,64.23,33.6,master,no,free/reduced,none,40.666666666666664
10085.0,female,16.0,18.0,61.0,86.0,73.68,23.3,phd,,free/reduced,completed,55.0
195.0,male,15.0,32.0,6.0,96.0,93.46,28.0,bachelor,no,free/reduced,none,44.666666666666664
10723.0,male,16.0,12.0,48.0,,70.07,2.4,high school,,,completed,32.333333333333336
,female,16.0,18.0,46.0,60.0,61.6,27.7,bachelor,no,standard,,41.333333333333336
1934.0,male,21.0,1.0,14.0,,76.16,3.0,high school,,standard,none,
11570.0,female,20.0,22.0,60.0,1.0,95.88,25.0,bachelor,,standard,completed,27.666666666666668
4424.0,,17.0,47.0,,28.0,,28.7,phd,,free/reduced,none,35.333333333333336
535.0,male,21.0,9.0,64.0,22.0,96.23,10.6,,,,none,31.666666666666668
5924.0,female,17.0,38.0,54.0,34.0,86.49,,high school,yes,free/reduced,completed,42.0
7238.0,male,20.0,91.0,7.0,58.0,97.4,35.6,,,free/reduced,completed,52.0
1489.0,,21.0,15.0,34.0,,,18.2,,yes,standard,none,49.333333333333336
9742.0,female,21.0,3.0,,,90.68,5.2,,no,standard,completed,45.666666666666664
1310.0,female,15.0,14.0,31.0,,,,high school,yes,standard,none,
11172.0,male,17.0,82.0,51.0,76.0,56.78,33.2,master,no,standard,,69.66666666666667
,male,17.0,71.0,9.0,14.0,,9.4,,,free/reduced,completed,31.333333333333332
,female,16.0,,,2.0,78.41,18.7,master,,standard,none,39.0
250.0,male,20.0,73.0,16.0,32.0,56.92,36.2,phd,,standard,none,40.333333333333336
10526.0,female,15.0,60.0,98.0,9.0,61.99,23.4,phd,no,standard,none,55.666666666666664
3057.0,,18.0,27.0,69.0,76.0,91.92,37.1,phd,no,free/reduced,completed,57.333333333333336
4757.0,female,17.0,11.0,67.0,58.0,57.32,18.8,bachelor,no,standard,completed,45.333333333333336
3952.0,male,15.0,,44.0,,79.62,1.6,high school,,free/reduced,completed,49.0
,male,17.0,19.0,27.0,7.0,90.01,24.1,phd,yes,standard,completed,17.666666666666668
5878.0,female,18.0,85.0,,,94.86,17.5,,no,,completed,71.33333333333333
4750.0,male,18.0,38.0,99.0,75.0,62.5,16.6,bachelor,,,completed,70.66666666666667
10940.0,female,19.0,29.0,8.0,96.0,57.45,38.7,phd,no,free/reduced,none,44.333333333333336
6644.0,,19.0,10.0,37.0,50.0,54.75,19.3,master,no,standard,,32.333333333333336
1009.0,female,15.0,26.0,28.0,62.0,94.39,,bachelor,,,none,38.666666666666664
2448.0,male,20.0,37.0,46.0,,97.21,2.8,high school,,standard,completed,44.333333333333336
,male,18.0,53.0,51.0,50.0,69.76,36.9,phd,,free/reduced,,51.333333333333336
,male,21.0,,27.0,75.0,65.03,38.6,bachelor,yes,free/reduced,none,53.0
9188.0,male,19.0,9.0,84.0,44.0,73.99,24.9,phd,yes,free/reduced,completed,45.666666666666664
10495.0,male,15.0,10.0,27.0,91.0,82.23,26.3,phd,,free/reduced,completed,42.666666666666664
4199.0,male,19.0,,3.0,12.0,91.05,,bachelor,yes,standard,completed,28.333333333333332
1890.0,male,21.0,62.0,59.0,56.0,83.33,2.9,phd,yes,standard,completed,59.0
6974.0,male,16.0,38.0,23.0,4.0,94.45,37.3,,yes,free/reduced,completed,21.666666666666668
7535.0,female,16.0,73.0,95.0,43.0,73.01,16.5,,no,standard,none,70.33333333333333
5547.0,female,18.0,36.0,1.0,61.0,,27.1,phd,,free/reduced,none,32.666666666666664
5620.0,female,20.0,37.0,,10.0,55.18,22.9,high school,,standard,none,35.0
10743.0,male,21.0,53.0,,50.0,76.86,30.0,phd,no,free/reduced,completed,35.333333333333336
1196.0,male,16.0,8.0,22.0,14.0,99.51,2.1,phd,,standard,none,14.666666666666666
1464.0,male,19.0,12.0,,75.0,97.61,19.7,bachelor,yes,free/reduced,none,31.0
2303.0,male,18.0,5.0,48.0,51.0,71.5,20.6,,,standard,none,34.666666666666664
3914.0,male,19.0,41.0,87.0,32.0,86.44,0.6,phd,yes,free/reduced,none,53.333333333333336
3924.0,male,16.0,23.0,29.0,34.0,95.73,,,,free/reduced,none,28.666666666666668
6466.0,male,18.0,49.0,57.0,4.0,60.64,24.4,high school,no,free/reduced,none,
,male,18.0,9.0,47.0,29.0,63.61,30.1,phd,no,standard,,28.333333333333332
5272.0,,17.0,96.0,,,91.62,2.2,high school,,standard,completed,51.333333333333336
3325.0,male,15.0,74.0,,4.0,53.37,11.8,bachelor,no,free/reduced,none,37.666666666666664
4107.0,female,15.0,51.0,39.0,78.0,,39.3,,,standard,completed,56.0
9084.0,male,16.0,,83.0,93.0,59.24,12.2,high school,yes,free/reduced,completed,83.66666666666667
,female,20.0,,65.0,33.0,83.48,8.2,master,no,standard,completed,38.666666666666664
,male,17.0,90.0,88.0,14.0,56.65,22.9,phd,,free/reduced,none,64.0
3791.0,female,16.0,97.0,35.0,89.0,59.87,32.2,phd,,standard,none,73.66666666666667
8616.0,female,17.0,9.0,68.0,72.0,64.46,32.9,,no,free/reduced,,49.666666666666664
119.0,female,19.0,91.0,0.0,32.0,80.52,37.3,bachelor,,free/reduced,,41.0
10364.0,male,20.0,20.0,86.0,98.0,,,phd,no,standard,none,68.0
2591.0,,19.0,,7.0,94.0,57.89,19.3,master,yes,,none,35.0
1617.0,male,19.0,86.0,96.0,40.0,75.35,25.6,bachelor,,free/reduced,completed,74.0
1919.0,male,16.0,91.0,,98.0,97.66,22.9,high school,,standard,none,87.0
6257.0,female,20.0,34.0,81.0,8.0,98.28,10.8,high school,yes,standard,none,41.0
10353.0,,21.0,45.0,12.0,32.0,81.96,7.3,phd,,free/reduced,completed,29.666666666666668
7257.0,female,16.0,15.0,57.0,42.0,66.48,33.4,bachelor,no,standard,none,38.0
5625.0,male,17.0,31.0,73.0,31.0,85.81,28.0,,,standard,none,45.0
9764.0,male,17.0,100.0,7.0,54.0,80.98,25.5,master,,standard,,53.666666666666664
7209.0,,20.0,60.0,31.0,91.0,,6.7,,,standard,completed,60.666666666666664
3026.0,male,,30.0,78.0,81.0,80.02,28.2,,yes,standard,none,63.0
4515.0,male,,42.0,80.0,39.0,82.4,24.8,,yes,standard,completed,
2632.0,male,21.0,79.0,,47.0,,19.8,phd,no,standard,none,63.666666666666664
3853.0,male,19.0,47.0,32.0,18.0,69.26,8.7,master,no,standard,,
443.0,male,17.0,94.0,22.0,47.0,94.28,6.2,,,standard,completed,54.333333333333336
6749.0,male,19.0,,68.0,55.0,94.44,6.3,master,,standard,completed,63.666666666666664
2329.0,male,,17.0,21.0,21.0,63.45,21.2,,no,free/reduced,completed,19.666666666666668
,female,20.0,11.0,43.0,99.0,82.56,8.9,high school,,standard,,51.0
6610.0,male,15.0,,38.0,19.0,56.18,23.8,master,no,free/reduced,none,38.333333333333336
8333.0,male,20.0,19.0,29.0,28.0,,12.7,,yes,free/reduced,none,25.333333333333332
425.0,female,16.0,,27.0,99.0,,0.7,,no,free/reduced,none,65.66666666666667
3877.0,male,19.0,94.0,,91.0,59.22,3.2,high school,,free/reduced,completed,95.0
9629.0,male,21.0,69.0,0.0,12.0,53.36,22.8,master,yes,free/reduced,none,27.0
10947.0,male,16.0,80.0,4.0,84.0,83.66,,,no,standard,none,56.0
,male,17.0,76.0,31.0,59.0,60.64,37.5,phd,,free/reduced,,55.333333333333336
8552.0,female,17.0,31.0,18.0,41.0,55.81,17.8,master,,,completed,30.0
730.0,,20.0,5.0,4.0,58.0,74.97,18.0,bachelor,,free/reduced,completed,22.333333333333332
3821.0,male,17.0,0.0,19.0,66.0,94.68,12.7,,no,standard,completed,28.333333333333332
3653.0,,18.0,,27.0,100.0,50.67,,,yes,standard,none,48.0
1451.0,,19.0,100.0,92.0,81.0,93.11,19.3,phd,yes,standard,none,91.0
314.0,male,,57.0,70.0,79.0,,15.7,master,no,standard,completed,68.66666666666667
1059.0,female,17.0,0.0,92.0,80.0,80.25,18.9,bachelor,yes,free/reduced,completed,57.333333333333336
743.0,female,15.0,,22.0,44.0,51.6,8.1,high school,no,,completed,28.0
6042.0,female,19.0,,,30.0,,33.7,,yes,standard,none,46.0
10965.0,female,21.0,98.0,76.0,,83.6,21.0,high school,no,standard,none,66.66666666666667
5873.0,,,100.0,23.0,16.0,,4.5,high school,no,standard,completed,46.333333333333336
3223.0,female,17.0,87.0,61.0,51.0,56.55,24.4,bachelor,no,free/reduced,completed,66.33333333333333
6380.0,,20.0,,27.0,15.0,83.99,10.4,master,yes,standard,completed,30.0
11503.0,female,17.0,48.0,26.0,14.0,63.98,,master,,free/reduced,none,29.333333333333332
1494.0,,,,67.0,2.0,93.17,,high school,,free/reduced,none,26.0
2122.0,female,16.0,27.0,25.0,38.0,96.45,35.4,bachelor,no,standard,,30.0
1569.0,male,16.0,9.0,3.0,1.0,98.82,36.4,,,free/reduced,none,4.333333333333333
7797.0,female,17.0,49.0,42.0,82.0,,22.6,master,no,free/reduced,completed,57.666666666666664
9292.0,female,19.0,53.0,97.0,24.0,80.28,0.5,high school,yes,free/reduced,,58.0
145.0,,16.0,52.0,77.0,64.0,52.28,12.6,bachelor,,standard,none,64.33333333333333
,female,19.0,,37.0,59.0,77.69,14.8,master,yes,standard,,53.666666666666664
2427.0,male,17.0,84.0,62.0,,50.53,5.1,master,,free/reduced,completed,71.66666666666667
7628.0,,,41.0,34.0,82.0,65.66,,bachelor,yes,standard,completed,52.333333333333336
,female,17.0,100.0,10.0,29.0,73.08,6.5,bachelor,,standard,,46.333333333333336
9371.0,female,17.0,71.0,4.0,9.0,98.6,24.7,master,,standard,none,28.0
5231.0,male,21.0,,39.0,95.0,84.43,2.0,,no,standard,completed,63.666666666666664
8677.0,female,,77.0,9.0,72.0,94.55,37.1,high school,,,completed,52.666666666666664
4280.0,male,20.0,75.0,35.0,74.0,72.04,29.3,,yes,free/reduced,none,61.333333333333336
7566.0,,16.0,36.0,58.0,9.0,51.74,33.1,master,yes,free/reduced,none,34.333333333333336
5886.0,male,21.0,97.0,47.0,28.0,67.43,22.3,,yes,standard,none,57.333333333333336
3619.0,male,16.0,44.0,78.0,38.0,85.84,12.6,bachelor,,,none,
6513.0,female,17.0,33.0,58.0,93.0,54.43,22.3,bachelor,no,standard,none,61.333333333333336
9222.0,male,20.0,98.0,37.0,19.0,66.5,18.1,master,,free/reduced,completed,51.333333333333336
,female,15.0,4.0,77.0,55.0,93.14,5.2,phd,,standard,none,45.333333333333336
,male,21.0,15.0,84.0,40.0,71.22,,phd,yes,standard,none,46.333333333333336
10266.0,female,20.0,77.0,53.0,38.0,96.89,9.5,master,no,standard,completed,56.0
6397.0,male,20.0,,1.0,98.0,73.81,,phd,no,standard,none,
8459.0,male,19.0,75.0,,94.0,58.82,37.7,phd,yes,free/reduced,completed,82.33333333333333
9011.0,male,16.0,66.0,77.0,42.0,54.63,,bachelor,,free/reduced,completed,61.666666666666664
3425.0,male,21.0,2.0,83.0,25.0,,18.4,master,,standard,none,36.666666666666664
2356.0,male,,31.0,55.0,56.0,89.83,2.0,,,free/reduced,,47.333333333333336
1479.0,female,21.0,42.0,92.0,32.0,79.19,28.4,,,standard,,55.333333333333336
2909.0,female,15.0,100.0,64.0,92.0,78.94,17.3,master,yes,free/reduced,completed,85.33333333333333
11953.0,male,,11.0,85.0,86.0,68.76,37.8,phd,no,free/reduced,completed,60.666666666666664
8249.0,male,16.0,3.0,41.0,1.0,64.5,29.0,,no,standard,none,15.0
767.0,male,,95.0,89.0,58.0,84.26,23.1,phd,,free/reduced,none,80.66666666666667
6210.0,female,15.0,99.0,71.0,64.0,60.95,36.1,master,,free/reduced,completed,78.0
6980.0,female,,56.0,47.0,50.0,62.15,23.5,,no,free/reduced,none,51.0
7690.0,,18.0,88.0,13.0,65.0,57.67,8.2,master,,,none,55.333333333333336
1824.0,female,17.0,29.0,24.0,,79.69,18.7,master,yes,free/reduced,none,48.333333333333336
9591.0,female,,37.0,83.0,82.0,70.7,1.4,,yes,free/reduced,completed,
6477.0,female,16.0,4.0,,23.0,87.93,16.7,high school,no,,none,21.666666666666668
,male,21.0,2.0,30.0,66.0,92.37,16.2,bachelor,no,standard,completed,32.666666666666664
6719.0,female,19.0,23.0,97.0,20.0,,8.9,high school,,standard,completed,46.666666666666664
1822.0,male,19.0,22.0,45.0,51.0,54.28,13.0,,,standard,completed,39.333333333333336
720.0,,16.0,70.0,33.0,87.0,82.78,33.2,high school,yes,standard,completed,
7082.0,female,19.0,20.0,80.0,12.0,65.88,21.3,phd,,free/reduced,none,37.333333333333336
10012.0,male,19.0,36.0,1.0,92.0,61.37,,,no,free/reduced,completed,43.0
8271.0,male,15.0,84.0,44.0,46.0,59.22,12.0,master,,free/reduced,completed,58.0
944.0,male,15.0,23.0,63.0,84.0,81.27,27.8,bachelor,yes,,completed,56.666666666666664
7550.0,male,20.0,5.0,79.0,87.0,94.54,35.9,bachelor,,free/reduced,completed,57.0
671.0,male,21.0,9.0,95.0,,73.75,,,,free/reduced,none,46.666666666666664
5213.0,female,16.0,50.0,34.0,41.0,95.31,2.7,,,free/reduced,completed,41.666666666666664
10479.0,male,15.0,24.0,26.0,30.0,60.78,18.0,high school,,standard,,26.666666666666668
4882.0,male,16.0,11.0,39.0,83.0,77.32,10.3,master,yes,free/reduced,completed,44.333333333333336
2108.0,male,20.0,94.0,96.0,48.0,65.96,10.7,phd,,free/reduced,none,79.33333333333333
8008.0,male,15.0,39.0,44.0,28.0,66.29,11.7,phd,no,free/reduced,completed,37.0
10099.0,male,18.0,76.0,68.0,79.0,65.2,33.1,,yes,,completed,74.33333333333333
11715.0,male,20.0,,,2.0,54.65,30.9,phd,,standard,none,19.666666666666668
5568.0,female,15.0,67.0,86.0,95.0,94.79,,master,no,standard,none,82.66666666666667
9449.0,male,18.0,44.0,44.0,,58.26,2.4,high school,yes,standard,completed,50.666666666666664
,female,21.0,17.0,64.0,97.0,79.06,18.9,phd,,standard,completed,59.333333333333336
2491.0,male,18.0,8.0,65.0,57.0,70.72,38.2,phd,yes,standard,completed,43.333333333333336
2213.0,female,,63.0,,4.0,55.87,16.0,phd,yes,standard,completed,26.666666666666668
6228.0,male,17.0,64.0,6.0,,97.67,,,yes,free/reduced,none,
9282.0,female,17.0,99.0,10.0,52.0,61.03,34.5,bachelor,yes,standard,none,53.666666666666664
,male,19.0,96.0,99.0,77.0,73.61,19.9,high school,yes,free/reduced,completed,90.66666666666667
6261.0,,16.0,15.0,32.0,95.0,57.48,24.8,high school,yes,free/reduced,,47.333333333333336
2209.0,female,17.0,70.0,40.0,98.0,55.27,18.8,high school,,free/reduced,completed,
7005.0,male,16.0,51.0,,15.0,73.89,14.8,bachelor,no,standard,completed,31.666666666666668
8146.0,female,18.0,13.0,46.0,74.0,,28.7,phd,,free/reduced,completed,44.333333333333336
1520.0,male,18.0,45.0,65.0,,83.24,21.1,high school,no,standard,completed,60.666666666666664
11252.0,female,15.0,,89.0,95.0,57.47,23.8,,,standard,completed,62.333333333333336
3862.0,female,19.0,80.0,46.0,56.0,86.7,5.0,high school,yes,free/reduced,none,60.666666666666664
10449.0,female,15.0,27.0,77.0,50.0,92.12,22.5,high school,,free/reduced,completed,51.333333333333336
5668.0,female,18.0,,94.0,46.0,89.35,33.9,phd,,free/reduced,none,51.333333333333336
